Objectid,Year,County,City,Employment,Labor_Force,Unemployment,Unemployment_Rate,Source
755,1997,Santa Clara,San Jose,455725,472783,17058,0.0361,CA EDD Local Area Unemployment Statistics (LAUS)
756,1997,Santa Clara,Santa Clara,60983,62791,1808,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
757,1997,Santa Clara,Saratoga,16125,16433,291,0.0184,CA EDD Local Area Unemployment Statistics (LAUS)
758,1997,Santa Clara,Sunnyvale,77475,79566,2058,0.026,CA EDD Local Area Unemployment Statistics (LAUS)
759,1997,Santa Clara,Unincorporated Santa Clara,4350,4483,137,0.0302,CA EDD Local Area Unemployment Statistics (LAUS)
760,1997,Solano,Benicia,14241,14900,650,0.0437,CA EDD Local Area Unemployment Statistics (LAUS)
761,1997,Solano,Dixon,5283,5775,491,0.0859,CA EDD Local Area Unemployment Statistics (LAUS)
762,1997,Solano,Fairfield,36266,39033,2783,0.0715,CA EDD Local Area Unemployment Statistics (LAUS)
763,1997,Solano,Rio Vista,1658,1708,100,0.0409,CA EDD Local Area Unemployment Statistics (LAUS)
764,1997,Solano,Suisun City,10700,11608,916,0.0783,CA EDD Local Area Unemployment Statistics (LAUS)
765,1997,Solano,Vacaville,34025,35941,1908,0.053,CA EDD Local Area Unemployment Statistics (LAUS)
766,1997,Solano,Vallejo,52108,56150,4058,0.0723,CA EDD Local Area Unemployment Statistics (LAUS)
767,1997,Sonoma,Cloverdale,2583,2775,200,0.0678,CA EDD Local Area Unemployment Statistics (LAUS)
768,1997,Sonoma,Cotati,3716,3925,200,0.0511,CA EDD Local Area Unemployment Statistics (LAUS)
769,1997,Sonoma,Healdsburg,5541,5741,200,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
770,1997,Sonoma,Petaluma,26833,27691,858,0.0311,CA EDD Local Area Unemployment Statistics (LAUS)
771,1997,Sonoma,Rohnert Park,22758,23783,1016,0.0429,CA EDD Local Area Unemployment Statistics (LAUS)
772,1997,Sonoma,Santa Rosa,65491,68016,2525,0.0372,CA EDD Local Area Unemployment Statistics (LAUS)
773,1997,Sonoma,Sebastopol,3933,4141,200,0.0453,CA EDD Local Area Unemployment Statistics (LAUS)
774,1997,Sonoma,Sonoma,4083,4175,100,0.0249,CA EDD Local Area Unemployment Statistics (LAUS)
775,1997,Sonoma,Unincorporated Sonoma,1244,1298,41,0.0361,CA EDD Local Area Unemployment Statistics (LAUS)
776,1998,Alameda,Alameda,37650,38800,1175,0.0298,CA EDD Local Area Unemployment Statistics (LAUS)
777,1998,Alameda,Albany,9108,9266,200,0.02,CA EDD Local Area Unemployment Statistics (LAUS)
778,1998,Alameda,Berkeley,59341,61716,2375,0.0383,CA EDD Local Area Unemployment Statistics (LAUS)
779,1998,Alameda,Dublin,11583,11866,291,0.024,CA EDD Local Area Unemployment Statistics (LAUS)
780,1998,Alameda,Emeryville,3691,3825,166,0.0404,CA EDD Local Area Unemployment Statistics (LAUS)
781,1998,Alameda,Fremont,102041,105033,2975,0.0285,CA EDD Local Area Unemployment Statistics (LAUS)
782,1998,Alameda,Hayward,58816,61400,2583,0.042,CA EDD Local Area Unemployment Statistics (LAUS)
783,1998,Alameda,Livermore,33141,34116,975,0.0285,CA EDD Local Area Unemployment Statistics (LAUS)
784,1998,Alameda,Newark,21775,22583,816,0.0362,CA EDD Local Area Unemployment Statistics (LAUS)
785,1998,Alameda,Oakland,172233,184316,12083,0.0655,CA EDD Local Area Unemployment Statistics (LAUS)
786,1998,Alameda,Piedmont,5541,5616,100,0.0109,CA EDD Local Area Unemployment Statistics (LAUS)
787,1998,Alameda,Pleasanton,31750,32425,675,0.0208,CA EDD Local Area Unemployment Statistics (LAUS)
788,1998,Alameda,San Leandro,35925,37266,1358,0.0363,CA EDD Local Area Unemployment Statistics (LAUS)
789,1998,Alameda,Unincorporated Alameda,10983,11441,448,0.0424,CA EDD Local Area Unemployment Statistics (LAUS)
790,1998,Alameda,Union City,29408,30341,933,0.0306,CA EDD Local Area Unemployment Statistics (LAUS)
791,1998,Contra Costa,Antioch,33491,35191,1700,0.0484,CA EDD Local Area Unemployment Statistics (LAUS)
792,1998,Contra Costa,Brentwood,3825,4083,216,0.0553,CA EDD Local Area Unemployment Statistics (LAUS)
793,1998,Contra Costa,Clayton,4616,4691,91,0.0128,CA EDD Local Area Unemployment Statistics (LAUS)
794,1998,Contra Costa,Concord,68175,70550,2358,0.0335,CA EDD Local Area Unemployment Statistics (LAUS)
795,1998,Contra Costa,Danville,19475,19833,350,0.0174,CA EDD Local Area Unemployment Statistics (LAUS)
796,1998,Contra Costa,El Cerrito,13158,13533,358,0.0263,CA EDD Local Area Unemployment Statistics (LAUS)
797,1998,Contra Costa,Hercules,10566,10925,350,0.0318,CA EDD Local Area Unemployment Statistics (LAUS)
798,1998,Contra Costa,Lafayette,14141,14383,233,0.0161,CA EDD Local Area Unemployment Statistics (LAUS)
799,1998,Contra Costa,Martinez,19700,20300,600,0.0294,CA EDD Local Area Unemployment Statistics (LAUS)
800,1998,Contra Costa,Moraga,9166,9308,100,0.0124,CA EDD Local Area Unemployment Statistics (LAUS)
801,1998,Contra Costa,Orinda,9241,9433,200,0.0215,CA EDD Local Area Unemployment Statistics (LAUS)
802,1998,Contra Costa,Pinole,10408,10733,350,0.0325,CA EDD Local Area Unemployment Statistics (LAUS)
803,1998,Contra Costa,Pittsburg,24691,26041,1341,0.0514,CA EDD Local Area Unemployment Statistics (LAUS)
804,1998,Contra Costa,Pleasant Hill,20483,20950,483,0.0232,CA EDD Local Area Unemployment Statistics (LAUS)
805,1998,Contra Costa,Richmond,43866,47158,3275,0.0695,CA EDD Local Area Unemployment Statistics (LAUS)
806,1998,Contra Costa,San Pablo,11433,12341,925,0.0748,CA EDD Local Area Unemployment Statistics (LAUS)
807,1998,Contra Costa,San Ramon,23808,24308,483,0.02,CA EDD Local Area Unemployment Statistics (LAUS)
808,1998,Contra Costa,Unincorporated Contra Costa,3159,3243,106,0.0315,CA EDD Local Area Unemployment Statistics (LAUS)
809,1998,Contra Costa,Walnut Creek,35108,35958,841,0.0237,CA EDD Local Area Unemployment Statistics (LAUS)
810,1998,Marin,Corte Madera,4808,4966,191,0.0341,CA EDD Local Area Unemployment Statistics (LAUS)
811,1998,Marin,Fairfax,4425,4541,100,0.0286,CA EDD Local Area Unemployment Statistics (LAUS)
812,1998,Marin,Larkspur,6633,6741,100,0.0172,CA EDD Local Area Unemployment Statistics (LAUS)
813,1998,Marin,Mill Valley,7750,7916,158,0.019,CA EDD Local Area Unemployment Statistics (LAUS)
814,1998,Marin,Novato,25908,26450,566,0.0212,CA EDD Local Area Unemployment Statistics (LAUS)
815,1998,Marin,San Anselmo,7050,7191,133,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
816,1998,Marin,San Rafael,27366,28308,950,0.0331,CA EDD Local Area Unemployment Statistics (LAUS)
817,1998,Marin,Sausalito,5241,5383,133,0.0265,CA EDD Local Area Unemployment Statistics (LAUS)
818,1998,Marin,Unincorporated Marin,3591,3666,79,0.0216,CA EDD Local Area Unemployment Statistics (LAUS)
819,1998,Napa,Calistoga,2175,2291,108,0.0493,CA EDD Local Area Unemployment Statistics (LAUS)
820,1998,Napa,Napa,32708,34308,1600,0.0469,CA EDD Local Area Unemployment Statistics (LAUS)
821,1998,Napa,St. Helena,2633,2666,41,0.0182,CA EDD Local Area Unemployment Statistics (LAUS)
822,1998,Napa,Unincorporated Napa,1658,1737,66,0.0423,CA EDD Local Area Unemployment Statistics (LAUS)
823,1998,Napa,Yountville,916,966,0,0.026,CA EDD Local Area Unemployment Statistics (LAUS)
824,1998,San Francisco,San Francisco,399100,414350,15233,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
825,1998,San Mateo,Atherton,3808,3841,0,0.0103,CA EDD Local Area Unemployment Statistics (LAUS)
826,1998,San Mateo,Belmont,16083,16416,325,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
827,1998,San Mateo,Brisbane,1825,1900,83,0.0295,CA EDD Local Area Unemployment Statistics (LAUS)
828,1998,San Mateo,Burlingame,16300,16575,275,0.0163,CA EDD Local Area Unemployment Statistics (LAUS)
829,1998,San Mateo,Daly City,52675,54425,1733,0.032,CA EDD Local Area Unemployment Statistics (LAUS)
830,1998,San Mateo,East Palo Alto,10858,11591,741,0.0638,CA EDD Local Area Unemployment Statistics (LAUS)
831,1998,San Mateo,Foster City,19058,19433,383,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
832,1998,San Mateo,Half Moon Bay,5558,5641,100,0.0142,CA EDD Local Area Unemployment Statistics (LAUS)
833,1998,San Mateo,Hillsborough,5308,5383,100,0.0146,CA EDD Local Area Unemployment Statistics (LAUS)
834,1998,San Mateo,Menlo Park,15650,15950,291,0.0188,CA EDD Local Area Unemployment Statistics (LAUS)
835,1998,San Mateo,Millbrae,10925,11141,200,0.0186,CA EDD Local Area Unemployment Statistics (LAUS)
836,1998,San Mateo,Pacifica,23166,23641,466,0.0196,CA EDD Local Area Unemployment Statistics (LAUS)
837,1998,San Mateo,Redwood City,39491,40400,891,0.0223,CA EDD Local Area Unemployment Statistics (LAUS)
838,1998,San Mateo,San Bruno,22925,23508,566,0.0241,CA EDD Local Area Unemployment Statistics (LAUS)
839,1998,San Mateo,San Carlos,16316,16541,225,0.0141,CA EDD Local Area Unemployment Statistics (LAUS)
840,1998,San Mateo,San Mateo,52016,53358,1325,0.0249,CA EDD Local Area Unemployment Statistics (LAUS)
841,1998,San Mateo,South San Francisco,30391,31350,983,0.031,CA EDD Local Area Unemployment Statistics (LAUS)
842,1998,San Mateo,Unincorporated San Mateo,3604,3762,131,0.028,CA EDD Local Area Unemployment Statistics (LAUS)
843,1998,Santa Clara,Campbell,24925,25508,591,0.0234,CA EDD Local Area Unemployment Statistics (LAUS)
844,1998,Santa Clara,Cupertino,26808,27308,516,0.0188,CA EDD Local Area Unemployment Statistics (LAUS)
845,1998,Santa Clara,Gilroy,16791,17766,958,0.0543,CA EDD Local Area Unemployment Statistics (LAUS)
846,1998,Santa Clara,Los Altos,15641,15950,325,0.0196,CA EDD Local Area Unemployment Statistics (LAUS)
847,1998,Santa Clara,Los Gatos,18291,18691,358,0.0199,CA EDD Local Area Unemployment Statistics (LAUS)
848,1998,Santa Clara,Milpitas,29808,30833,1033,0.0335,CA EDD Local Area Unemployment Statistics (LAUS)
849,1998,Santa Clara,Morgan Hill,14066,14425,358,0.0253,CA EDD Local Area Unemployment Statistics (LAUS)
850,1998,Santa Clara,Mountain View,47700,48758,1083,0.0222,CA EDD Local Area Unemployment Statistics (LAUS)
851,1998,Santa Clara,Palo Alto,36841,37425,625,0.0164,CA EDD Local Area Unemployment Statistics (LAUS)
852,1998,Santa Clara,San Jose,465841,484300,18491,0.0381,CA EDD Local Area Unemployment Statistics (LAUS)
853,1998,Santa Clara,Santa Clara,62333,64300,1958,0.0305,CA EDD Local Area Unemployment Statistics (LAUS)
854,1998,Santa Clara,Saratoga,16491,16825,341,0.0195,CA EDD Local Area Unemployment Statistics (LAUS)
855,1998,Santa Clara,Sunnyvale,79216,81441,2225,0.0275,CA EDD Local Area Unemployment Statistics (LAUS)
856,1998,Santa Clara,Unincorporated Santa Clara,4437,4583,141,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
857,1998,Solano,Benicia,14741,15325,558,0.0371,CA EDD Local Area Unemployment Statistics (LAUS)
858,1998,Solano,Dixon,5458,5900,441,0.0734,CA EDD Local Area Unemployment Statistics (LAUS)
859,1998,Solano,Fairfield,37525,39933,2425,0.0609,CA EDD Local Area Unemployment Statistics (LAUS)
860,1998,Solano,Rio Vista,1683,1766,100,0.0347,CA EDD Local Area Unemployment Statistics (LAUS)
861,1998,Solano,Suisun City,11050,11850,791,0.0668,CA EDD Local Area Unemployment Statistics (LAUS)
862,1998,Solano,Vacaville,35200,36883,1658,0.0451,CA EDD Local Area Unemployment Statistics (LAUS)
863,1998,Solano,Vallejo,53875,57433,3525,0.0616,CA EDD Local Area Unemployment Statistics (LAUS)
864,1998,Sonoma,Cloverdale,2675,2841,175,0.0593,CA EDD Local Area Unemployment Statistics (LAUS)
865,1998,Sonoma,Cotati,3866,4033,183,0.0446,CA EDD Local Area Unemployment Statistics (LAUS)
866,1998,Sonoma,Healdsburg,5741,5933,183,0.0304,CA EDD Local Area Unemployment Statistics (LAUS)
867,1998,Sonoma,Petaluma,27825,28608,775,0.027,CA EDD Local Area Unemployment Statistics (LAUS)
868,1998,Sonoma,Rohnert Park,23608,24525,908,0.0374,CA EDD Local Area Unemployment Statistics (LAUS)
869,1998,Sonoma,Santa Rosa,67958,70225,2266,0.0324,CA EDD Local Area Unemployment Statistics (LAUS)
870,1998,Sonoma,Sebastopol,4091,4275,175,0.0395,CA EDD Local Area Unemployment Statistics (LAUS)
871,1998,Sonoma,Sonoma,4225,4325,100,0.0217,CA EDD Local Area Unemployment Statistics (LAUS)
872,1998,Sonoma,Unincorporated Sonoma,1302,1342,34,0.0315,CA EDD Local Area Unemployment Statistics (LAUS)
873,1999,Alameda,Alameda,38500,39483,991,0.025,CA EDD Local Area Unemployment Statistics (LAUS)
874,1999,Alameda,Albany,9308,9450,166,0.0168,CA EDD Local Area Unemployment Statistics (LAUS)
875,1999,Alameda,Berkeley,60675,62708,2016,0.0322,CA EDD Local Area Unemployment Statistics (LAUS)
876,1999,Alameda,Dublin,11858,12091,241,0.0201,CA EDD Local Area Unemployment Statistics (LAUS)
877,1999,Alameda,Emeryville,3741,3900,116,0.034,CA EDD Local Area Unemployment Statistics (LAUS)
878,1999,Alameda,Fremont,104341,106900,2558,0.024,CA EDD Local Area Unemployment Statistics (LAUS)
879,1999,Alameda,Hayward,60133,62341,2200,0.0353,CA EDD Local Area Unemployment Statistics (LAUS)
880,1999,Alameda,Livermore,33883,34750,825,0.0239,CA EDD Local Area Unemployment Statistics (LAUS)
881,1999,Alameda,Newark,22275,22958,691,0.0304,CA EDD Local Area Unemployment Statistics (LAUS)
882,1999,Alameda,Oakland,176133,186425,10308,0.0553,CA EDD Local Area Unemployment Statistics (LAUS)
883,1999,Alameda,Piedmont,5691,5725,66,0.0091,CA EDD Local Area Unemployment Statistics (LAUS)
884,1999,Alameda,Pleasanton,32475,33050,575,0.0174,CA EDD Local Area Unemployment Statistics (LAUS)
885,1999,Alameda,San Leandro,36733,37891,1158,0.0305,CA EDD Local Area Unemployment Statistics (LAUS)
886,1999,Alameda,Unincorporated Alameda,11246,11623,378,0.0357,CA EDD Local Area Unemployment Statistics (LAUS)
887,1999,Alameda,Union City,30075,30866,791,0.0257,CA EDD Local Area Unemployment Statistics (LAUS)
888,1999,Contra Costa,Antioch,34366,35825,1450,0.0409,CA EDD Local Area Unemployment Statistics (LAUS)
889,1999,Contra Costa,Brentwood,3925,4116,200,0.0467,CA EDD Local Area Unemployment Statistics (LAUS)
890,1999,Contra Costa,Clayton,4725,4791,66,0.0107,CA EDD Local Area Unemployment Statistics (LAUS)
891,1999,Contra Costa,Concord,69975,72000,2025,0.0282,CA EDD Local Area Unemployment Statistics (LAUS)
892,1999,Contra Costa,Danville,19983,20283,291,0.0146,CA EDD Local Area Unemployment Statistics (LAUS)
893,1999,Contra Costa,El Cerrito,13533,13833,300,0.0221,CA EDD Local Area Unemployment Statistics (LAUS)
894,1999,Contra Costa,Hercules,10850,11150,300,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
895,1999,Contra Costa,Lafayette,14516,14708,200,0.0135,CA EDD Local Area Unemployment Statistics (LAUS)
896,1999,Contra Costa,Martinez,20191,20733,516,0.0248,CA EDD Local Area Unemployment Statistics (LAUS)
897,1999,Contra Costa,Moraga,9416,9516,100,0.0104,CA EDD Local Area Unemployment Statistics (LAUS)
898,1999,Contra Costa,Orinda,9500,9658,191,0.0181,CA EDD Local Area Unemployment Statistics (LAUS)
899,1999,Contra Costa,Pinole,10658,10958,300,0.0273,CA EDD Local Area Unemployment Statistics (LAUS)
900,1999,Contra Costa,Pittsburg,25341,26508,1158,0.0434,CA EDD Local Area Unemployment Statistics (LAUS)
901,1999,Contra Costa,Pleasant Hill,21000,21416,425,0.0195,CA EDD Local Area Unemployment Statistics (LAUS)
902,1999,Contra Costa,Richmond,45016,47841,2816,0.0589,CA EDD Local Area Unemployment Statistics (LAUS)
903,1999,Contra Costa,San Pablo,11725,12516,800,0.0635,CA EDD Local Area Unemployment Statistics (LAUS)
904,1999,Contra Costa,San Ramon,24408,24841,425,0.0168,CA EDD Local Area Unemployment Statistics (LAUS)
905,1999,Contra Costa,Unincorporated Contra Costa,3235,3334,75,0.0265,CA EDD Local Area Unemployment Statistics (LAUS)
906,1999,Contra Costa,Walnut Creek,36008,36741,725,0.0199,CA EDD Local Area Unemployment Statistics (LAUS)
907,1999,Marin,Corte Madera,4900,5008,141,0.0284,CA EDD Local Area Unemployment Statistics (LAUS)
908,1999,Marin,Fairfax,4500,4608,100,0.0238,CA EDD Local Area Unemployment Statistics (LAUS)
909,1999,Marin,Larkspur,6716,6816,100,0.0143,CA EDD Local Area Unemployment Statistics (LAUS)
910,1999,Marin,Mill Valley,7866,8000,100,0.0158,CA EDD Local Area Unemployment Statistics (LAUS)
911,1999,Marin,Novato,26283,26741,466,0.0176,CA EDD Local Area Unemployment Statistics (LAUS)
912,1999,Marin,San Anselmo,7141,7291,100,0.0165,CA EDD Local Area Unemployment Statistics (LAUS)
913,1999,Marin,San Rafael,27758,28550,783,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
914,1999,Marin,Sausalito,5316,5416,100,0.022,CA EDD Local Area Unemployment Statistics (LAUS)
915,1999,Marin,Unincorporated Marin,3641,3700,50,0.0179,CA EDD Local Area Unemployment Statistics (LAUS)
916,1999,Napa,Calistoga,2266,2358,100,0.0405,CA EDD Local Area Unemployment Statistics (LAUS)
917,1999,Napa,Napa,33850,35216,1358,0.0385,CA EDD Local Area Unemployment Statistics (LAUS)
918,1999,Napa,St. Helena,2716,2766,16,0.0149,CA EDD Local Area Unemployment Statistics (LAUS)
919,1999,Napa,Unincorporated Napa,1716,1783,54,0.0347,CA EDD Local Area Unemployment Statistics (LAUS)
920,1999,Napa,Yountville,966,1000,0,0.0213,CA EDD Local Area Unemployment Statistics (LAUS)
921,1999,San Francisco,San Francisco,404750,417541,12808,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
922,1999,San Mateo,Atherton,3883,3908,0,0.0083,CA EDD Local Area Unemployment Statistics (LAUS)
923,1999,San Mateo,Belmont,16316,16591,266,0.016,CA EDD Local Area Unemployment Statistics (LAUS)
924,1999,San Mateo,Brisbane,1891,1900,16,0.0238,CA EDD Local Area Unemployment Statistics (LAUS)
925,1999,San Mateo,Burlingame,16516,16750,208,0.0131,CA EDD Local Area Unemployment Statistics (LAUS)
926,1999,San Mateo,Daly City,53416,54841,1408,0.0258,CA EDD Local Area Unemployment Statistics (LAUS)
927,1999,San Mateo,East Palo Alto,11016,11616,608,0.0519,CA EDD Local Area Unemployment Statistics (LAUS)
928,1999,San Mateo,Foster City,19333,19641,308,0.016,CA EDD Local Area Unemployment Statistics (LAUS)
929,1999,San Mateo,Half Moon Bay,5616,5708,91,0.0114,CA EDD Local Area Unemployment Statistics (LAUS)
930,1999,San Mateo,Hillsborough,5400,5425,91,0.0118,CA EDD Local Area Unemployment Statistics (LAUS)
931,1999,San Mateo,Menlo Park,15875,16116,250,0.0152,CA EDD Local Area Unemployment Statistics (LAUS)
932,1999,San Mateo,Millbrae,11100,11250,183,0.015,CA EDD Local Area Unemployment Statistics (LAUS)
933,1999,San Mateo,Pacifica,23500,23883,375,0.0158,CA EDD Local Area Unemployment Statistics (LAUS)
934,1999,San Mateo,Redwood City,40041,40758,733,0.018,CA EDD Local Area Unemployment Statistics (LAUS)
935,1999,San Mateo,San Bruno,23250,23716,458,0.0195,CA EDD Local Area Unemployment Statistics (LAUS)
936,1999,San Mateo,San Carlos,16550,16725,191,0.0114,CA EDD Local Area Unemployment Statistics (LAUS)
937,1999,San Mateo,San Mateo,52758,53858,1075,0.0201,CA EDD Local Area Unemployment Statistics (LAUS)
938,1999,San Mateo,South San Francisco,30800,31600,783,0.025,CA EDD Local Area Unemployment Statistics (LAUS)
939,1999,San Mateo,Unincorporated San Mateo,3658,3770,108,0.0227,CA EDD Local Area Unemployment Statistics (LAUS)
940,1999,Santa Clara,Campbell,25108,25666,558,0.022,CA EDD Local Area Unemployment Statistics (LAUS)
941,1999,Santa Clara,Cupertino,27016,27508,491,0.0177,CA EDD Local Area Unemployment Statistics (LAUS)
942,1999,Santa Clara,Gilroy,16925,17833,916,0.0513,CA EDD Local Area Unemployment Statistics (LAUS)
943,1999,Santa Clara,Los Altos,15750,16050,291,0.0185,CA EDD Local Area Unemployment Statistics (LAUS)
944,1999,Santa Clara,Los Gatos,18441,18800,350,0.0188,CA EDD Local Area Unemployment Statistics (LAUS)
945,1999,Santa Clara,Milpitas,30025,30983,975,0.0316,CA EDD Local Area Unemployment Statistics (LAUS)
946,1999,Santa Clara,Morgan Hill,14150,14516,341,0.0239,CA EDD Local Area Unemployment Statistics (LAUS)
947,1999,Santa Clara,Mountain View,48041,49075,1016,0.0209,CA EDD Local Area Unemployment Statistics (LAUS)
948,1999,Santa Clara,Palo Alto,37100,37708,583,0.0154,CA EDD Local Area Unemployment Statistics (LAUS)
